rating_group,shop_count,avg_rating,avg_log_reviews,avg_pos_rate,avg_package_count
HighRating,259,4.471042471042471,6.430890169671702,0.8907221414364273,4.803088803088803
LowRating,234,2.738034188034188,4.1873260395582,0.7134231295430705,3.4188034188034186
