group,shop_count,avg_rating,avg_log_reviews,avg_pos_rate,avg_package_count
Core,303,3.675247524752475,5.4980430943103356,0.8228544756712348,4.115511551155116
Non-Core,190,3.6057894736842107,5.1554094190818835,0.7912837587077629,4.1947368421052635
