shop_id,name,address,district,lng,lat,rating,review_count,avg_price,price_level,packages,package_count,opening_hours,phone,tags,source,crawl_time
l8pkxPCfltPtqfaC,M3商务KTV·夜总会,,昌平区,116.229154,40.22962,4.7,254.0,375.0,,"[{""title"": ""仅售2500元，价值3000元【海航霄云壹号高端场】请提前致电商家预约"", ""url"": ""http://t.dianping.com/deal/1497186883"", ""deal_id"": ""1497186883""}, {""title"": ""套餐（评论提及）"", ""price_hint"": ""195"", ""mentions"": ""1"", ""source"": ""review_text""}, {""title"": ""团购（评论提及）"", ""price_hint"": ""195"", ""mentions"": ""1"", ""source"": ""review_text""}, {""title"": ""欢唱时长（评论提及）"", ""price_hint"": ""195"", ""mentions"": ""3"", ""source"": ""review_text""}, {""title"": ""酒水相关（评论提及）"", ""price_hint"": ""195"", ""mentions"": ""11"", ""source"": ""review_text""}, {""title"": ""包厢相关（评论提及）"", ""price_hint"": ""195"", ""mentions"": ""14"", ""source"": ""review_text""}]",6.0,,,"{""category"": ""娱乐会所"", ""region"": ""亮马桥/三元桥"", ""shop_region"": ""北京 / 亮马桥/三元桥 / 娱乐会所"", ""amap_best_name"": ""嘉乐迪(夜总会KTV)"", ""amap_best_score"": ""0.4000"", ""amap_min_score_applied"": ""0.00"", ""review_rows"": ""100""}",search+review_api+offline_enriched,2026-02-14 23:44:33
l1r5hEjU3ox9sJnD,温莎KTV(国贸店),建国门外大街甲6号华熙国际中心C座B1层,朝阳区,116.456884,39.907086,4.4,16540.0,92.0,,"[{""title"": ""仅售298元，价值1268元【新春欢唱预售】啤酒1打或鸡尾酒1桶｜加上包房K歌"", ""url"": ""http://t.dianping.com/deal/1601021641"", ""deal_id"": ""1601021641""}, {""title"": ""套餐（评论提及）"", ""price_hint"": ""600,168,80"", ""mentions"": ""16"", ""source"": ""review_text""}, {""title"": ""团购（评论提及）"", ""price_hint"": ""600,168,80"", ""mentions"": ""11"", ""source"": ""review_text""}, {""title"": ""欢唱时长（评论提及）"", ""price_hint"": ""600,168,80"", ""mentions"": ""15"", ""source"": ""review_text""}, {""title"": ""酒水相关（评论提及）"", ""price_hint"": ""600,168,80"", ""mentions"": ""6"", ""source"": ""review_text""}, {""title"": ""包厢相关（评论提及）"", ""price_hint"": ""600,168,80"", ""mentions"": ""6"", ""source"": ""review_text""}]",6.0,,,"{""category"": ""量贩式KTV"", ""region"": ""建外大街"", ""shop_region"": ""北京 / 建外大街 / 量贩式KTV"", ""amap_best_name"": ""温莎KTV(北京国贸店)"", ""amap_best_score"": ""1.0000"", ""amap_min_score_applied"": ""0.00"", ""review_rows"": ""100""}",search+review_api+offline_enriched,2026-02-14 23:44:34
GazyRdGHt6xEpzcY,魅KTV·Al辅唱(工体店),北三环东路33号苏宁易购西侧4层,东城区,116.409872,39.969401,4.1,2624.0,77.0,,"[{""title"": ""仅售10元，价值30元【把我唱给你听】AI让你唱得跟歌星一样-MP3一首"", ""url"": ""http://t.dianping.com/deal/1584707116"", ""deal_id"": ""1584707116""}, {""title"": ""套餐（评论提及）"", ""price_hint"": ""20"", ""mentions"": ""3"", ""source"": ""review_text""}, {""title"": ""团购（评论提及）"", ""price_hint"": ""20"", ""mentions"": ""5"", ""source"": ""review_text""}, {""title"": ""欢唱时长（评论提及）"", ""price_hint"": ""20"", ""mentions"": ""18"", ""source"": ""review_text""}, {""title"": ""酒水相关（评论提及）"", ""price_hint"": ""20"", ""mentions"": ""3"", ""source"": ""review_text""}, {""title"": ""包厢相关（评论提及）"", ""price_hint"": ""20"", ""mentions"": ""9"", ""source"": ""review_text""}]",6.0,,,"{""category"": ""量贩式KTV"", ""region"": ""三里屯/工体"", ""shop_region"": ""北京 / 三里屯/工体 / 量贩式KTV"", ""amap_best_name"": ""魅KTV·AI辅唱(安贞桥店)"", ""amap_best_score"": ""0.7619"", ""amap_min_score_applied"": ""0.00"", ""review_rows"": ""100""}",search+review_api+offline_enriched,2026-02-14 23:44:34
Hat7RgQzr7zwvDbJ,纯K(国贸店),建国门外大街1号国贸商城3期北区裙楼四层,朝阳区,116.460797,39.911343,4.8,5284.0,141.0,,"[{""title"": ""套餐（评论提及）"", ""price_hint"": ""88"", ""mentions"": ""10"", ""source"": ""review_text""}, {""title"": ""团购（评论提及）"", ""price_hint"": ""88"", ""mentions"": ""4"", ""source"": ""review_text""}, {""title"": ""欢唱时长（评论提及）"", ""price_hint"": ""88"", ""mentions"": ""13"", ""source"": ""review_text""}, {""title"": ""酒水相关（评论提及）"", ""price_hint"": ""88"", ""mentions"": ""3"", ""source"": ""review_text""}, {""title"": ""包厢相关（评论提及）"", ""price_hint"": ""88"", ""mentions"": ""13"", ""source"": ""review_text""}]",5.0,,,"{""category"": ""量贩式KTV"", ""region"": ""国贸/建外"", ""shop_region"": ""北京 / 国贸/建外 / 量贩式KTV"", ""amap_best_name"": ""纯K(国贸店)"", ""amap_best_score"": ""1.0000"", ""amap_min_score_applied"": ""0.00"", ""review_rows"": ""100""}",search+review_api+offline_enriched,2026-02-14 23:44:35
G8mVv5xymHvtmPos,魅KTV(北京朝阳大悦城店),朝阳北路雅成一里19号世丰国际大厦B1层,朝阳区,116.52163,39.924023,4.1,2361.0,77.0,,"[{""title"": ""仅售555元，价值720元「狂欢价」活动专享|不含房费-百威小红瓶啤酒24瓶+小吃"", ""url"": ""http://t.dianping.com/deal/1188205259"", ""deal_id"": ""1188205259""}, {""title"": ""套餐（评论提及）"", ""price_hint"": """", ""mentions"": ""8"", ""source"": ""review_text""}, {""title"": ""团购（评论提及）"", ""price_hint"": """", ""mentions"": ""6"", ""source"": ""review_text""}, {""title"": ""欢唱时长（评论提及）"", ""price_hint"": """", ""mentions"": ""11"", ""source"": ""review_text""}, {""title"": ""酒水相关（评论提及）"", ""price_hint"": """", ""mentions"": ""8"", ""source"": ""review_text""}, {""title"": ""包厢相关（评论提及）"", ""price_hint"": """", ""mentions"": ""11"", ""source"": ""review_text""}]",6.0,,,"{""category"": ""量贩式KTV"", ""region"": ""青年路"", ""shop_region"": ""北京 / 青年路 / 量贩式KTV"", ""amap_best_name"": ""魅KTV(朝阳大悦城店)"", ""amap_best_score"": ""1.0000"", ""amap_min_score_applied"": ""0.00"", ""review_rows"": ""100""}",search+review_api+offline_enriched,2026-02-14 23:44:35
H7D7OtqGlID7k8Wt,星聚会KTV X party(THE BOX年轻力店),北京城区朝外大街12号THEBOX朝外年轻力中心3层01室,朝阳区,116.445099,39.922966,4.8,1549.0,78.0,,"[{""title"": ""仅售128元，价值365元【北京年轻力专享】阳光档| 软饮/美食类欢唱套餐"", ""url"": ""http://t.dianping.com/deal/963257056"", ""deal_id"": ""963257056""}, {""title"": ""套餐（评论提及）"", ""price_hint"": ""66"", ""mentions"": ""4"", ""source"": ""review_text""}, {""title"": ""团购（评论提及）"", ""price_hint"": ""66"", ""mentions"": ""6"", ""source"": ""review_text""}, {""title"": ""欢唱时长（评论提及）"", ""price_hint"": ""66"", ""mentions"": ""13"", ""source"": ""review_text""}, {""title"": ""酒水相关（评论提及）"", ""price_hint"": ""66"", ""mentions"": ""2"", ""source"": ""review_text""}, {""title"": ""包厢相关（评论提及）"", ""price_hint"": ""66"", ""mentions"": ""14"", ""source"": ""review_text""}]",6.0,,,"{""category"": ""量贩式KTV"", ""region"": ""朝外大街"", ""shop_region"": ""北京 / 朝外大街 / 量贩式KTV"", ""amap_best_name"": ""星聚会KTV(北京THE BOX年轻力店)"", ""amap_best_score"": ""0.8333"", ""amap_min_score_applied"": ""0.00"", ""review_rows"": ""100""}",search+review_api+offline_enriched,2026-02-14 23:44:36
k55CTXmrQdpFgFaf,酷秀KTV(国贸店),建国路93号院万达广场A座新世界百货3层,朝阳区,116.472707,39.909427,4.6,2223.0,81.0,,"[{""title"": ""仅售68元，价值148元【新年爆款王】3小时饮品欢唱（提前一天预约）"", ""url"": ""http://t.dianping.com/deal/1084387995"", ""deal_id"": ""1084387995""}, {""title"": ""套餐（评论提及）"", ""price_hint"": ""168"", ""mentions"": ""3"", ""source"": ""review_text""}, {""title"": ""团购（评论提及）"", ""price_hint"": ""168"", ""mentions"": ""3"", ""source"": ""review_text""}, {""title"": ""欢唱时长（评论提及）"", ""price_hint"": ""168"", ""mentions"": ""10"", ""source"": ""review_text""}, {""title"": ""酒水相关（评论提及）"", ""price_hint"": ""168"", ""mentions"": ""6"", ""source"": ""review_text""}, {""title"": ""包厢相关（评论提及）"", ""price_hint"": ""168"", ""mentions"": ""14"", ""source"": ""review_text""}]",6.0,,,"{""category"": ""量贩式KTV"", ""region"": ""大望路"", ""shop_region"": ""北京 / 大望路 / 量贩式KTV"", ""amap_best_name"": ""酷秀KTV(国贸店)"", ""amap_best_score"": ""1.0000"", ""amap_min_score_applied"": ""0.00"", ""review_rows"": ""100""}",search+review_api+offline_enriched,2026-02-14 23:44:36
l3St2hh7uuUHubVh,M,北京城区工人体育场北路8号院1号楼3层,朝阳区,116.452937,39.933128,4.1,1527.0,87.0,,"[{""title"": ""仅售1940元，价值2000元代金券"", ""url"": ""http://t.dianping.com/deal/1519340889"", ""deal_id"": ""1519340889""}, {""title"": ""套餐（评论提及）"", ""price_hint"": """", ""mentions"": ""4"", ""source"": ""review_text""}, {""title"": ""团购（评论提及）"", ""price_hint"": """", ""mentions"": ""7"", ""source"": ""review_text""}, {""title"": ""欢唱时长（评论提及）"", ""price_hint"": """", ""mentions"": ""12"", ""source"": ""review_text""}, {""title"": ""酒水相关（评论提及）"", ""price_hint"": """", ""mentions"": ""4"", ""source"": ""review_text""}, {""title"": ""包厢相关（评论提及）"", ""price_hint"": """", ""mentions"": ""11"", ""source"": ""review_text""}]",6.0,,,"{""category"": ""量贩式KTV"", ""region"": ""三里屯/工体"", ""shop_region"": ""北京 / 三里屯/工体 / 量贩式KTV"", ""amap_best_name"": ""METAK·元宇宙KTV"", ""amap_best_score"": ""0.3022"", ""amap_min_score_applied"": ""0.00"", ""review_rows"": ""100""}",search+review_api+offline_enriched,2026-02-14 23:44:36
G9DMBb2vMj88GKVI,魅KTV·AI辅唱(世贸天阶店),光华路9号天阶大厦五楼,朝阳区,116.453102,39.916061,4.3,1093.0,71.0,,"[{""title"": ""仅售25元，价值80元【把我唱给你听】AI让你唱得跟歌星一样-MP3四首"", ""url"": ""http://t.dianping.com/deal/1584865970"", ""deal_id"": ""1584865970""}, {""title"": ""套餐（评论提及）"", ""price_hint"": ""60"", ""mentions"": ""12"", ""source"": ""review_text""}, {""title"": ""团购（评论提及）"", ""price_hint"": ""60"", ""mentions"": ""5"", ""source"": ""review_text""}, {""title"": ""欢唱时长（评论提及）"", ""price_hint"": ""60"", ""mentions"": ""10"", ""source"": ""review_text""}, {""title"": ""酒水相关（评论提及）"", ""price_hint"": ""60"", ""mentions"": ""6"", ""source"": ""review_text""}, {""title"": ""包厢相关（评论提及）"", ""price_hint"": ""60"", ""mentions"": ""15"", ""source"": ""review_text""}]",6.0,,,"{""category"": ""量贩式KTV"", ""region"": ""朝外大街"", ""shop_region"": ""北京 / 朝外大街 / 量贩式KTV"", ""amap_best_name"": ""魅KTV(北京朝阳世贸天阶店)"", ""amap_best_score"": ""0.7273"", ""amap_min_score_applied"": ""0.00"", ""review_rows"": ""100""}",search+review_api+offline_enriched,2026-02-14 23:44:37
G1rzvooK08gdDYYF,魅KTV·AI辅唱(劲松店),北三环东路33号苏宁易购西侧4层,东城区,116.409872,39.969401,4.1,2738.0,,,"[{""title"": ""套餐（评论提及）"", ""price_hint"": ""28"", ""mentions"": ""7"", ""source"": ""review_text""}, {""title"": ""团购（评论提及）"", ""price_hint"": ""28"", ""mentions"": ""5"", ""source"": ""review_text""}, {""title"": ""欢唱时长（评论提及）"", ""price_hint"": ""28"", ""mentions"": ""18"", ""source"": ""review_text""}, {""title"": ""酒水相关（评论提及）"", ""price_hint"": ""28"", ""mentions"": ""8"", ""source"": ""review_text""}, {""title"": ""包厢相关（评论提及）"", ""price_hint"": ""28"", ""mentions"": ""3"", ""source"": ""review_text""}]",5.0,,,"{""category"": """", ""region"": """", ""shop_region"": ""北京 / 劲松/潘家园 / 量贩式KTV"", ""amap_best_name"": ""魅KTV·AI辅唱(安贞桥店)"", ""amap_best_score"": ""0.7619"", ""amap_min_score_applied"": ""0.00"", ""review_rows"": ""100""}",search+review_api+offline_enriched,2026-02-14 23:44:37
H3vkvDaQ5ztAr6yX,酷秀KTV(五道口店),北京城区成府路28号五道口购物中心4层,海淀区,116.339566,39.991506,4.6,2298.0,,,"[{""title"": ""套餐（评论提及）"", ""price_hint"": ""150"", ""mentions"": ""8"", ""source"": ""review_text""}, {""title"": ""团购（评论提及）"", ""price_hint"": ""150"", ""mentions"": ""4"", ""source"": ""review_text""}, {""title"": ""欢唱时长（评论提及）"", ""price_hint"": ""150"", ""mentions"": ""10"", ""source"": ""review_text""}, {""title"": ""酒水相关（评论提及）"", ""price_hint"": ""150"", ""mentions"": ""2"", ""source"": ""review_text""}, {""title"": ""包厢相关（评论提及）"", ""price_hint"": ""150"", ""mentions"": ""21"", ""source"": ""review_text""}]",5.0,,,"{""category"": """", ""region"": """", ""shop_region"": ""北京 / 五道口 / 量贩式KTV"", ""amap_best_name"": ""酷秀KTV·派对(五道口店)"", ""amap_best_score"": ""0.8889"", ""amap_min_score_applied"": ""0.00"", ""review_rows"": ""100""}",search+review_api+offline_enriched,2026-02-14 23:44:38
H4ARwVEo16r44RON,纯K(望京店),北京城区望京东园四区3号楼嘉瑞文化中心B1层(望京阿里对面),朝阳区,116.490263,40.001221,4.8,1831.0,,,"[{""title"": ""套餐（评论提及）"", ""price_hint"": ""58,30,100"", ""mentions"": ""9"", ""source"": ""review_text""}, {""title"": ""团购（评论提及）"", ""price_hint"": ""58,30,100"", ""mentions"": ""7"", ""source"": ""review_text""}, {""title"": ""欢唱时长（评论提及）"", ""price_hint"": ""58,30,100"", ""mentions"": ""21"", ""source"": ""review_text""}, {""title"": ""酒水相关（评论提及）"", ""price_hint"": ""58,30,100"", ""mentions"": ""8"", ""source"": ""review_text""}, {""title"": ""包厢相关（评论提及）"", ""price_hint"": ""58,30,100"", ""mentions"": ""7"", ""source"": ""review_text""}]",5.0,,,"{""category"": """", ""region"": """", ""shop_region"": ""北京 / 望京 / 量贩式KTV"", ""amap_best_name"": ""纯K(望京店)"", ""amap_best_score"": ""1.0000"", ""amap_min_score_applied"": ""0.00"", ""review_rows"": ""100""}",search+review_api+offline_enriched,2026-02-14 23:44:38
G9hPKXtRriVP7WT5,魅KTV Plus·AI辅唱(朝阳大悦城店),朝阳北路雅成一里19号世丰国际大厦B1层,朝阳区,116.52163,39.924023,4.1,706.0,78.0,,"[{""title"": ""仅售25元，价值80元【把我唱给你听】AI让你唱得跟歌星一样-MP3四首"", ""url"": ""http://t.dianping.com/deal/1584865970"", ""deal_id"": ""1584865970""}, {""title"": ""套餐（评论提及）"", ""price_hint"": ""10"", ""mentions"": ""5"", ""source"": ""review_text""}, {""title"": ""团购（评论提及）"", ""price_hint"": ""10"", ""mentions"": ""13"", ""source"": ""review_text""}, {""title"": ""欢唱时长（评论提及）"", ""price_hint"": ""10"", ""mentions"": ""12"", ""source"": ""review_text""}, {""title"": ""酒水相关（评论提及）"", ""price_hint"": ""10"", ""mentions"": ""7"", ""source"": ""review_text""}, {""title"": ""包厢相关（评论提及）"", ""price_hint"": ""10"", ""mentions"": ""7"", ""source"": ""review_text""}]",6.0,,,"{""category"": ""量贩式KTV"", ""region"": ""青年路"", ""shop_region"": ""北京 / 青年路 / 量贩式KTV"", ""amap_best_name"": ""魅KTV(朝阳大悦城店)"", ""amap_best_score"": ""0.6923"", ""amap_min_score_applied"": ""0.00"", ""review_rows"": ""100""}",search+review_api+offline_enriched,2026-02-14 23:44:39
k6j1to9YNyvu2Cfv,唱吧麦颂ktv(百子湾店),北京城区东四环中路78号大成国际A1座,朝阳区,116.491414,39.899479,4.3,2115.0,,,"[{""title"": ""套餐（评论提及）"", ""price_hint"": ""100"", ""mentions"": ""8"", ""source"": ""review_text""}, {""title"": ""团购（评论提及）"", ""price_hint"": ""100"", ""mentions"": ""7"", ""source"": ""review_text""}, {""title"": ""欢唱时长（评论提及）"", ""price_hint"": ""100"", ""mentions"": ""3"", ""source"": ""review_text""}, {""title"": ""酒水相关（评论提及）"", ""price_hint"": ""100"", ""mentions"": ""1"", ""source"": ""review_text""}, {""title"": ""包厢相关（评论提及）"", ""price_hint"": ""100"", ""mentions"": ""4"", ""source"": ""review_text""}]",5.0,,,"{""category"": """", ""region"": """", ""shop_region"": ""北京 / 百子湾 / 量贩式KTV"", ""amap_best_name"": ""唱吧麦颂KTV(百子湾店)"", ""amap_best_score"": ""1.0000"", ""amap_min_score_applied"": ""0.00"", ""review_rows"": ""100""}",search+review_api+offline_enriched,2026-02-14 23:44:39
FWFpZpVUZ55SBok7,温莎KTV(CBD世界城店),金汇路中骏世界城D座B1-06,朝阳区,116.451876,39.917594,4.4,3384.0,,,"[{""title"": ""套餐（评论提及）"", ""price_hint"": """", ""mentions"": ""13"", ""source"": ""review_text""}, {""title"": ""团购（评论提及）"", ""price_hint"": """", ""mentions"": ""6"", ""source"": ""review_text""}, {""title"": ""欢唱时长（评论提及）"", ""price_hint"": """", ""mentions"": ""4"", ""source"": ""review_text""}, {""title"": ""酒水相关（评论提及）"", ""price_hint"": """", ""mentions"": ""13"", ""source"": ""review_text""}, {""title"": ""包厢相关（评论提及）"", ""price_hint"": """", ""mentions"": ""10"", ""source"": ""review_text""}]",5.0,,,"{""category"": """", ""region"": """", ""shop_region"": ""北京 / 朝外大街 / 量贩式KTV"", ""amap_best_name"": ""温莎KTV(CBD世界城店)"", ""amap_best_score"": ""1.0000"", ""amap_min_score_applied"": ""0.00"", ""review_rows"": ""100""}",search+review_api+offline_enriched,2026-02-14 23:44:40
k5DXufIfqed8a3hs,星聚会KTV(SKP店),八里庄街道建国路89号院17号楼1-B1层,朝阳区,116.482051,39.911138,4.8,370.0,78.0,,"[{""title"": ""仅售468元，价值600元【公益品牌】24瓶啤酒套餐"", ""url"": ""http://t.dianping.com/deal/1176632096"", ""deal_id"": ""1176632096""}, {""title"": ""套餐（评论提及）"", ""price_hint"": """", ""mentions"": ""7"", ""source"": ""review_text""}, {""title"": ""团购（评论提及）"", ""price_hint"": """", ""mentions"": ""6"", ""source"": ""review_text""}, {""title"": ""欢唱时长（评论提及）"", ""price_hint"": """", ""mentions"": ""5"", ""source"": ""review_text""}, {""title"": ""酒水相关（评论提及）"", ""price_hint"": """", ""mentions"": ""3"", ""source"": ""review_text""}, {""title"": ""包厢相关（评论提及）"", ""price_hint"": """", ""mentions"": ""13"", ""source"": ""review_text""}]",6.0,,,"{""category"": ""量贩式KTV"", ""region"": ""大望路"", ""shop_region"": ""北京 / 大望路 / 量贩式KTV"", ""amap_best_name"": ""星聚会KTV(X Party北京SKP店)"", ""amap_best_score"": ""0.7500"", ""amap_min_score_applied"": ""0.00"", ""review_rows"": ""100""}",search+review_api+offline_enriched,2026-02-14 23:44:40
H5l2lR3tTA957mp1,星聚会KTV(北京新光大大融城店),北京城区永顺南街8号2C商业街4层,通州区,116.658788,39.917713,4.8,698.0,,,"[{""title"": ""套餐（评论提及）"", ""price_hint"": """", ""mentions"": ""3"", ""source"": ""review_text""}, {""title"": ""团购（评论提及）"", ""price_hint"": """", ""mentions"": ""5"", ""source"": ""review_text""}, {""title"": ""欢唱时长（评论提及）"", ""price_hint"": """", ""mentions"": ""11"", ""source"": ""review_text""}, {""title"": ""酒水相关（评论提及）"", ""price_hint"": """", ""mentions"": ""1"", ""source"": ""review_text""}, {""title"": ""包厢相关（评论提及）"", ""price_hint"": """", ""mentions"": ""6"", ""source"": ""review_text""}]",5.0,,,"{""category"": """", ""region"": """", ""shop_region"": ""北京 / 新华大街 / 量贩式KTV"", ""amap_best_name"": ""星聚会KTV(新光大大融城店)"", ""amap_best_score"": ""1.0000"", ""amap_min_score_applied"": ""0.00"", ""review_rows"": ""100""}",search+review_api+offline_enriched,2026-02-14 23:44:40
k2HtsMhTCfbzMZjr,星聚会KTV(合生汇黑金店),北京城区西大望路甲22号院1号楼商业部分6层01/02B号,朝阳区,116.478129,39.89427,4.5,4074.0,,,"[{""title"": ""套餐（评论提及）"", ""price_hint"": """", ""mentions"": ""7"", ""source"": ""review_text""}, {""title"": ""团购（评论提及）"", ""price_hint"": """", ""mentions"": ""3"", ""source"": ""review_text""}, {""title"": ""欢唱时长（评论提及）"", ""price_hint"": """", ""mentions"": ""19"", ""source"": ""review_text""}, {""title"": ""酒水相关（评论提及）"", ""price_hint"": """", ""mentions"": ""5"", ""source"": ""review_text""}, {""title"": ""包厢相关（评论提及）"", ""price_hint"": """", ""mentions"": ""19"", ""source"": ""review_text""}]",5.0,,,"{""category"": """", ""region"": """", ""shop_region"": ""北京 / 大望路 / 量贩式KTV"", ""amap_best_name"": ""星聚会KTV(合生汇店)"", ""amap_best_score"": ""0.9000"", ""amap_min_score_applied"": ""0.00"", ""review_rows"": ""100""}",search+review_api+offline_enriched,2026-02-14 23:44:41
G2Dn6BZ2D2fmWfxg,音乐汇量贩·KTV(京粮广场店),欣旺北大街8号鸿坤广场购物中心F6层,大兴区,116.339725,39.791625,3.8,422.0,,,"[{""title"": ""套餐（评论提及）"", ""price_hint"": """", ""mentions"": ""9"", ""source"": ""review_text""}, {""title"": ""团购（评论提及）"", ""price_hint"": """", ""mentions"": ""7"", ""source"": ""review_text""}, {""title"": ""欢唱时长（评论提及）"", ""price_hint"": """", ""mentions"": ""9"", ""source"": ""review_text""}, {""title"": ""酒水相关（评论提及）"", ""price_hint"": """", ""mentions"": ""6"", ""source"": ""review_text""}, {""title"": ""包厢相关（评论提及）"", ""price_hint"": """", ""mentions"": ""13"", ""source"": ""review_text""}]",5.0,,,"{""category"": """", ""region"": """", ""shop_region"": ""北京 / 田村 / 量贩式KTV"", ""amap_best_name"": ""友乐汇量贩式KTV(鸿坤广场店)"", ""amap_best_score"": ""0.7000"", ""amap_min_score_applied"": ""0.00"", ""review_rows"": ""100""}",search+review_api+offline_enriched,2026-02-14 23:44:41
k4d5PIe8n4lSJg0Z,魅KTV·AI辅唱(西单店),北三环东路33号苏宁易购西侧4层,东城区,116.409872,39.969401,4.2,2177.0,,,"[{""title"": ""套餐（评论提及）"", ""price_hint"": ""10"", ""mentions"": ""6"", ""source"": ""review_text""}, {""title"": ""团购（评论提及）"", ""price_hint"": ""10"", ""mentions"": ""4"", ""source"": ""review_text""}, {""title"": ""欢唱时长（评论提及）"", ""price_hint"": ""10"", ""mentions"": ""15"", ""source"": ""review_text""}, {""title"": ""酒水相关（评论提及）"", ""price_hint"": ""10"", ""mentions"": ""2"", ""source"": ""review_text""}, {""title"": ""包厢相关（评论提及）"", ""price_hint"": ""10"", ""mentions"": ""8"", ""source"": ""review_text""}]",5.0,,,"{""category"": """", ""region"": """", ""shop_region"": ""北京 / 西单 / 量贩式KTV"", ""amap_best_name"": ""魅KTV·AI辅唱(安贞桥店)"", ""amap_best_score"": ""0.7619"", ""amap_min_score_applied"": ""0.00"", ""review_rows"": ""100""}",search+review_api+offline_enriched,2026-02-14 23:44:42
F68D5X74NOoNE76p,星聚会KTV(东坝万达广场店),乐业路与七辛中街交叉口北300米沙河万达1号门2F,昌平区,116.313926,40.107438,4.4,635.0,,,"[{""title"": ""套餐（评论提及）"", ""price_hint"": """", ""mentions"": ""9"", ""source"": ""review_text""}, {""title"": ""团购（评论提及）"", ""price_hint"": """", ""mentions"": ""3"", ""source"": ""review_text""}, {""title"": ""欢唱时长（评论提及）"", ""price_hint"": """", ""mentions"": ""9"", ""source"": ""review_text""}, {""title"": ""包厢相关（评论提及）"", ""price_hint"": """", ""mentions"": ""6"", ""source"": ""review_text""}]",4.0,,,"{""category"": """", ""region"": """", ""shop_region"": ""北京 / 东坝 / 量贩式KTV"", ""amap_best_name"": ""星聚会ktv(沙河万达广场店)"", ""amap_best_score"": ""0.8333"", ""amap_min_score_applied"": ""0.00"", ""review_rows"": ""100""}",search+review_api+offline_enriched,2026-02-14 23:44:42
k21cC98m2QnutplF,华熙PARTY匯(五棵松店),北京城区复兴路69号华熙LIVE·五棵松F1层,海淀区,116.276441,39.910625,3.8,2294.0,,,"[{""title"": ""套餐（评论提及）"", ""price_hint"": ""1288,88,355"", ""mentions"": ""8"", ""source"": ""review_text""}, {""title"": ""团购（评论提及）"", ""price_hint"": ""1288,88,355"", ""mentions"": ""10"", ""source"": ""review_text""}, {""title"": ""欢唱时长（评论提及）"", ""price_hint"": ""1288,88,355"", ""mentions"": ""24"", ""source"": ""review_text""}, {""title"": ""酒水相关（评论提及）"", ""price_hint"": ""1288,88,355"", ""mentions"": ""4"", ""source"": ""review_text""}, {""title"": ""包厢相关（评论提及）"", ""price_hint"": ""1288,88,355"", ""mentions"": ""9"", ""source"": ""review_text""}]",5.0,,,"{""category"": """", ""region"": """", ""shop_region"": ""北京 / 五棵松 / 量贩式KTV"", ""amap_best_name"": ""华熙PARTY汇(华熙LIVE·五棵松店)"", ""amap_best_score"": ""0.7647"", ""amap_min_score_applied"": ""0.00"", ""review_rows"": ""100""}",search+review_api+offline_enriched,2026-02-14 23:44:42
l1sMCyYQoLc0tl5n,METAK·元宇宙KTV(三里屯店),北京城区工人体育场北路8号院1号楼3层,朝阳区,116.452937,39.933128,4.8,1043.0,,,"[{""title"": ""套餐（评论提及）"", ""price_hint"": ""40,350"", ""mentions"": ""7"", ""source"": ""review_text""}, {""title"": ""团购（评论提及）"", ""price_hint"": ""40,350"", ""mentions"": ""5"", ""source"": ""review_text""}, {""title"": ""欢唱时长（评论提及）"", ""price_hint"": ""40,350"", ""mentions"": ""9"", ""source"": ""review_text""}, {""title"": ""酒水相关（评论提及）"", ""price_hint"": ""40,350"", ""mentions"": ""3"", ""source"": ""review_text""}, {""title"": ""包厢相关（评论提及）"", ""price_hint"": ""40,350"", ""mentions"": ""5"", ""source"": ""review_text""}]",5.0,,,"{""category"": """", ""region"": """", ""shop_region"": ""北京 / 三里屯/工体 / 量贩式KTV"", ""amap_best_name"": ""METAK·元宇宙KTV"", ""amap_best_score"": ""0.8073"", ""amap_min_score_applied"": ""0.00"", ""review_rows"": ""100""}",search+review_api+offline_enriched,2026-02-14 23:44:43
kaiDzhcGlRNlLHKk,魅KTV Plus·AI辅唱(五棵松万达店),复兴路69号3号楼4层403,海淀区,116.27648,39.912173,4.1,1110.0,,,"[{""title"": ""套餐（评论提及）"", ""price_hint"": ""73"", ""mentions"": ""16"", ""source"": ""review_text""}, {""title"": ""团购（评论提及）"", ""price_hint"": ""73"", ""mentions"": ""8"", ""source"": ""review_text""}, {""title"": ""欢唱时长（评论提及）"", ""price_hint"": ""73"", ""mentions"": ""17"", ""source"": ""review_text""}, {""title"": ""酒水相关（评论提及）"", ""price_hint"": ""73"", ""mentions"": ""5"", ""source"": ""review_text""}, {""title"": ""包厢相关（评论提及）"", ""price_hint"": ""73"", ""mentions"": ""6"", ""source"": ""review_text""}]",5.0,,,"{""category"": """", ""region"": """", ""shop_region"": ""北京 / 五棵松 / 量贩式KTV"", ""amap_best_name"": ""魅KTV(五棵松万达店)"", ""amap_best_score"": ""0.6923"", ""amap_min_score_applied"": ""0.00"", ""review_rows"": ""100""}",search+review_api+offline_enriched,2026-02-14 23:44:43
