id,name,address,district,lng,lat,type,keyword
B000A62FA1,金融街购物中心,金城坊街2号,西城区,116.361563,39.915619,购物服务;商场;购物中心,商场
B0HUUZQJKM,北京大兴王府井奥莱UP TOWN,德贤路与久敬庄路交汇口,大兴区,116.421789,39.818594,购物服务;商场;购物中心,商场
B0FFI1Z3VE,北京华联顺义金街购物中心,新顺南大街8号,顺义区,116.652518,40.128146,购物服务;商场;购物中心,商场
B0G0RCEGUC,北京密云万象汇,滨河路178号,密云区,116.835408,40.355646,购物服务;商场;购物中心,商场
B0HD0ZYFON,北投购物公园,安定路5号院(安贞门地铁站A口直通商场),朝阳区,116.401772,39.978941,购物服务;商场;购物中心,商场
B0FFG972OZ,王府中环,王府井大街269号,东城区,116.409348,39.912576,购物服务;商场;购物中心,商场
B000A8XCLR,悦荟,南环路10号,昌平区,116.239161,40.212115,购物服务;商场;购物中心,商场
B0GKSULRUQ,北京通州领展广场,梨园镇九棵树中街9号(九棵树地铁站出入口步行100米),通州区,116.658701,39.889063,购物服务;商场;普通商场,商场
B0FFHVOIFP,芳圆里ID MALL,东四环中路189号(近广渠路),朝阳区,116.488051,39.890047,购物服务;商场;普通商场,商场
B0FFGPUL4A,西单明珠商场,西长安街街道西单广场横二条59号,西城区,116.375909,39.910393,购物服务;综合市场;综合市场,商场
B0FFHIIRBM,万达广场(北京怀柔店),府前西街1号,怀柔区,116.629818,40.316679,购物服务;商场;购物中心|购物服务;超级市场;超市,商场
B0FFI0HFIB,北京安贞环宇荟,安定路5号院(安贞门地铁站B东北口步行100米),朝阳区,116.406337,39.977871,购物服务;商场;普通商场,商场
B0FFI1XKZJ,三旗百汇购物中心,回龙观三旗百汇4号厅北T12(北2门),昌平区,116.343394,40.062531,购物服务;综合市场;综合市场,商场
B0FFG96RWK,凯德MALL·大兴,华佗路与新源大街交汇处西100米,大兴区,116.318949,39.672324,购物服务;商场;购物中心,商场
B000A88DTH,新辰里(学清路店),学清路甲8号,海淀区,116.354362,40.008667,购物服务;商场;购物中心,商场
B0HKUUXDE2,北京沙河万达广场,乐业路10号,昌平区,116.314460,40.108027,购物服务;商场;购物中心,商场
B0K1KUJQNN,京东MALL(北京南三环店),南苑路6号院1号楼(海户屯地铁站B1东北口步行60米),丰台区,116.401579,39.853172,购物服务;商场;商场|购物服务;家电电子卖场;家电电子卖场,商场
B0K3XH0AGJ,京东MALL(北京双井店),九龙商厦西1门(九龙山地铁站A西北口步行190米),朝阳区,116.474207,39.894099,购物服务;商场;商场,商场
B000AAA4KC,北京银泰中心in01,建国门外大街2号(近国贸地铁站C口),朝阳区,116.459268,39.907356,购物服务;商场;购物中心,商场
B0I6470LCR,北辰荟,北辰西路6号院,朝阳区,116.387761,40.003452,购物服务;商场;购物中心,商场
B000A1C4A1,新世界百货崇文门店,崇文门外大街3-5号,东城区,116.417614,39.897452,购物服务;商场;购物中心|购物服务;家居建材市场;建材五金市场,商场
B000A816L0,北京菜市口百货股份有限公司,广安门内大街306号(广安门内地铁站B东北口步行110米),西城区,116.359360,39.888889,购物服务;商场;商场,商场
B000A6534B,北京君太百货,西单北大街133号,西城区,116.373079,39.909591,购物服务;商场;购物中心,商场
B000AA4HDT,北京房山印象城,长阳镇广阳新路9号院1号楼,房山区,116.210657,39.753520,购物服务;商场;购物中心,商场
B0FFHHW6PJ,北京坊,前门廊房头条21号院(前门地铁站C西南口步行240米),西城区,116.396059,39.897948,购物服务;商场;普通商场,商场
B0I0ZA8R1J,龙湖北京北苑天街,北苑东路19号,朝阳区,116.438524,40.042793,购物服务;商场;购物中心,商场
B0FFFFOZCT,华贸购物中心,建国路79号(大望路地铁站H东北口步行70米),朝阳区,116.480849,39.909097,购物服务;商场;购物中心,商场
B000A81C84,国瑞购物中心,崇文门外大街18号,东城区,116.419844,39.898280,购物服务;商场;购物中心,商场
B000A7CJWQ,华堂·新辰汇,北四环东路108号(惠新西街北口地铁站B东步行250米),朝阳区,116.420775,39.987979,购物服务;商场;购物中心,商场
B000A8W1YV,凤凰汇购物中心,曙光西里甲5号院24号楼,朝阳区,116.456963,39.962918,购物服务;商场;购物中心,商场
B000A9RYQ7,龙玥城,北京经济技术开发区科创五街38号,大兴区,116.532941,39.801638,购物服务;商场;商场,商场
B0HBFAY6G3,丽泽天地,丰台北路17号院1号楼(西局地铁站出入口旁),丰台区,116.305523,39.867664,购物服务;商场;购物中心,商场
B000A84F3V,天虹商场(朗琴国际店),天虹商场(朗琴国际店)(达官营地铁站C东南口步行390米),西城区,116.341331,39.888887,购物服务;商场;购物中心|购物服务;超级市场;超市|生活服务;彩票彩券销售点;彩票彩券销售点,商场
B000ABBWVS,华威大厦,西单北大街130号(西单地铁站B北口步行480米),西城区,116.374566,39.911478,商务住宅;商务住宅相关;商务住宅相关,商场
B0LDXZ9FZB,北京友谊商店,建国门外大街17号38-39栋,朝阳区,116.443015,39.909117,购物服务;商场;普通商场,商场
B0FFM3BB78,新辰里购物中心(亚运村店),北辰东路25号楼3楼,朝阳区,116.406526,39.991509,购物服务;商场;购物中心|购物服务;超级市场;超市,商场
B0I25SFFW4,DT51,北苑路98号院1号楼,朝阳区,116.419469,39.999551,购物服务;商场;购物中心,商场
B0GKPHX6FS,凯德晶品购物中心,复兴路51号(万寿路地铁站B1东北口步行80米),海淀区,116.297414,39.908419,购物服务;商场;购物中心,商场
B000A8UMNS,世贸天阶,光华路甲9号,朝阳区,116.452017,39.916492,购物服务;商场;购物中心,商场
B000A80F27,北京侨福芳草地购物中心,东大桥路9号,朝阳区,116.448834,39.919577,购物服务;商场;购物中心,商场
B0KALBBHQQ,北京隆福寺,隆福寺街95号(东四地铁站E西北口步行160米),东城区,116.414196,39.925653,购物服务;特色商业街;特色商业街,商场
B0G23ABFR5,万达广场(北京双桥店),三间房地区双桥路3号(双桥地铁站A西口步行280米),朝阳区,116.575660,39.908396,购物服务;商场;购物中心,商场
B0K2PCHXAR,中海大吉巷,骡马市大街20号院(菜市口地铁站C东南口步行350米),西城区,116.376405,39.887826,商务住宅;楼宇;商住两用楼宇,商场
B000A7HU5T,环球贸易中心,北三环东路36号,东城区,116.410104,39.967172,商务住宅;楼宇;商务写字楼,商场
B0FFGKQX49,万科广场,忠凉路1号(旧宫地铁站B1南口步行110米),大兴区,116.459424,39.805672,购物服务;商场;购物中心,商场
B000A819SN,BHGMall上地店,农大南路1号院1号楼华联商厦B1层,海淀区,116.311268,40.028656,购物服务;商场;购物中心,商场
B000A839DB,朝外SOHO,朝阳门外大街乙26号朝外MEN A座,朝阳区,116.454674,39.920065,商务住宅;楼宇;商务写字楼|购物服务;商场;购物中心,商场
B000A7AFF1,双安商场,北三环西路38号,海淀区,116.325813,39.966354,购物服务;商场;购物中心,商场
B000A81JYG,华宇时尚购物中心,中关村南大街2号数码大厦B座,海淀区,116.323417,39.965368,购物服务;商场;购物中心,商场
B0J0VRQFZI,斯普瑞斯,金盏乡森林公园东1号,朝阳区,116.596194,40.011221,购物服务;商场;购物中心,商场
B0FFFFOZCS,城乡购物中心(公主坟店),复兴路甲23号(公主坟地铁站A西北口步行190米),海淀区,116.307452,39.908792,购物服务;商场;普通商场,商场
B000A8VWFW,银泰百货(北京大红门店),马家堡东路101号院10号楼,丰台区,116.385515,39.844482,购物服务;商场;普通商场,商场
B000A8UMO0,新世界百货(望京店),望京花家地街道广顺南大街16号,朝阳区,116.480327,39.986766,购物服务;商场;购物中心,商场
B0LG7ZMH4E,中关村大融城(东区),中关村大街19号,海淀区,116.314985,39.980177,购物服务;商场;购物中心,商场
B000A8XETL,北京华联BHG Mall(天通苑店),东三旗路28号天通中苑F区,昌平区,116.414814,40.070404,购物服务;超级市场;超市|购物服务;商场;商场,商场
B0JGOZUBDV,万达广场(北京平谷店),平谷大街37号,平谷区,117.120575,40.159733,购物服务;商场;购物中心,商场
B0GUBMLZCU,爱琴海购物公园,新华东街289号,通州区,116.658573,39.908913,购物服务;商场;普通商场,商场
B0FFHIQ2MR,北京木樨园合生广场,永外果园8号(木樨园地铁站C西南口步行350米),丰台区,116.397728,39.855749,购物服务;商场;购物中心,商场
B000AAA50W,合生·麒麟新天地,望京街2号楼-阜安西路11号,朝阳区,116.477742,39.997101,购物服务;商场;购物中心,商场
B0FFFR4X3R,光耀东方广场,羊坊店路18号(北京西站地铁站北出口步行480米),海淀区,116.322074,39.899271,购物服务;购物相关场所;购物相关场所,商场
B000A85N3Y,三里屯太古里北区,三里屯路11号,朝阳区,116.454490,39.938193,购物服务;商场;普通商场,商场
B000A5106A,银座mall,东直门外大街48号东方银座,东城区,116.435590,39.939994,购物服务;商场;购物中心,商场
B0G177YRUV,北京远洋乐堤港,新华北路与通州北关桥交叉口东北角,通州区,116.658421,39.923563,购物服务;商场;购物中心,商场
